OrderID,Order_Date,CustomerID,Customer_Name,StockItemID,StockItem_Name,Quantity,UnitPrice,TaxRate,Line_Revenue,Tax_Amount,Transaction_Date
45163,3/16/2015,401,Wingtip Toys (Head Office),27,DBA joke mug - SELECT caffeine FROM mug (Black),10,13,15,130,19.5,7/30/2015
19061,12/24/2013,801,Eric Torres,77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",72,18,15,1296,194.4,6/7/2014
28722,6/11/2014,909,Dena Glissen,142,Halloween zombie mask (Light Brown) S,84,18,15,1512,226.8,10/24/2014
43967,2/25/2015,867,Jasna Cerkez,94,"""The Gu"" red shirt XML tag t-shirt (Black) L",108,18,15,1944,291.6,1/26/2013
37751,11/11/2014,1,Tailspin Toys (Head Office),28,DBA joke mug - two types of DBAs (White),5,13,15,65,9.75,10/17/2015
8258,6/5/2013,1,Tailspin Toys (Head Office),15,USB food flash drive - dessert 10 drive variety pack,10,240,15,2400,360,10/28/2015
17034,11/15/2013,805,Ratan Poddar,148,Halloween skull mask (Gray) L,60,18,15,1080,162,6/4/2013
26352,5/5/2014,401,Wingtip Toys (Head Office),113,Superhero action jacket (Blue) XL,5,30,15,150,22.5,4/19/2016
12298,8/14/2013,401,Wingtip Toys (Head Office),98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",108,18,15,1944,291.6,4/3/2014
45240,3/18/2015,985,Roko Ilic,188,3 kg Courier post bag (White) 300x190x95mm,250,0.66,15,165,24.75,6/10/2015
45616,3/24/2015,1,Tailspin Toys (Head Office),217,Void fill 200 L bag (White) 200L,60,25,15,1500,225,4/14/2016
62474,12/8/2015,902,Kamila Michnova,121,Dinosaur battery-powered slippers (Green) XL,6,32,15,192,28.8,11/22/2014
39865,12/19/2014,1,Tailspin Toys (Head Office),22,DBA joke mug - it depends (White),7,13,15,91,13.65,12/30/2015
23839,3/21/2014,936,Ludmila Smidova,46,Developer joke mug - a foo walks into a bar (White),10,13,15,130,19.5,1/11/2013
50954,6/10/2015,975,Prabodh Nair,112,Superhero action jacket (Blue) L,4,30,15,120,18,1/15/2016
65532,1/25/2016,943,Drazenka Jelic,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",24,18,15,432,64.8,3/10/2016
49319,5/19/2015,1,Tailspin Toys (Head Office),17,DBA joke mug - mind if I join you? (Black),3,13,15,39,5.85,4/7/2015
57404,9/18/2015,1,Tailspin Toys (Head Office),181,Shipping carton (Brown) 356x229x229mm,25,1.14,15,28.5,4.275,2/26/2016
73206,5/26/2016,401,Wingtip Toys (Head Office),106,Alien officer hoodie (Black) 5XL,3,35,15,105,15.75,2/21/2014
46714,4/9/2015,401,Wingtip Toys (Head Office),82,"""The Gu"" red shirt XML tag t-shirt (White) XL",72,18,15,1296,194.4,5/9/2013
68983,3/23/2016,906,Ajitaab Pakalapati,1,USB missile launcher (Green),4,25,15,100,15,2/7/2016
33154,8/23/2014,401,Wingtip Toys (Head Office),37,Developer joke mug - when your hammer is C++ (Black),5,13,15,65,9.75,9/4/2015
57989,9/28/2015,401,Wingtip Toys (Head Office),213,Air cushion film 200mmx100mm 325m,8,87,15,696,104.4,5/24/2013
23060,3/6/2014,401,Wingtip Toys (Head Office),104,Alien officer hoodie (Black) 3XL,9,35,15,315,47.25,9/4/2015
50923,6/10/2015,928,Arijit Bhuiyan,99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",96,18,15,1728,259.2,11/20/2014
36946,10/30/2014,1,Tailspin Toys (Head Office),106,Alien officer hoodie (Black) 5XL,1,35,15,35,5.25,2/23/2016
56788,9/9/2015,1,Tailspin Toys (Head Office),13,USB food flash drive - shrimp cocktail,9,32,15,288,43.2,4/4/2014
9706,7/1/2013,401,Wingtip Toys (Head Office),131,Furry gorilla with big eyes slippers (Black) M,4,32,15,128,19.2,11/14/2015
36060,10/16/2014,401,Wingtip Toys (Head Office),189,Clear packaging tape 48mmx75m,156,2.9,15,452.4,67.86,6/2/2015
60984,11/13/2015,401,Wingtip Toys (Head Office),127,Plush shark slippers (Gray) M,7,32,15,224,33.6,3/9/2013
11393,7/29/2013,940,Lorin Astrom,50,Developer joke mug - old C developers never die (White),10,13,15,130,19.5,8/30/2013
39924,12/19/2014,1022,Nadir Seddigh,121,Dinosaur battery-powered slippers (Green) XL,3,32,15,96,14.4,3/9/2015
50192,6/1/2015,1001,Dinh Mai,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",60,18,15,1080,162,6/6/2014
25908,4/26/2014,401,Wingtip Toys (Head Office),154,Medium sized bubblewrap roll 20m,60,20,15,1200,180,11/18/2014
20742,1/24/2014,1,Tailspin Toys (Head Office),161,20 mm Double sided bubble wrap 50m,60,108,15,6480,972,8/5/2013
41366,1/14/2015,944,Ida Celma,22,DBA joke mug - it depends (White),7,13,15,91,13.65,1/5/2013
37018,10/31/2014,1013,Annette  Hetu,1,USB missile launcher (Green),8,25,15,200,30,12/17/2014
10856,7/19/2013,401,Wingtip Toys (Head Office),112,Superhero action jacket (Blue) L,6,30,15,180,27,9/15/2015
30190,7/4/2014,908,Sumati Bhat,206,Permanent marker black 5mm nib (Black) 5mm,36,2.7,15,97.2,14.58,12/4/2013
25730,4/24/2014,401,Wingtip Toys (Head Office),66,RC big wheel monster truck with remote control (Black) 1/50 scale,7,45,15,315,47.25,7/18/2014
54699,8/6/2015,962,Bhagavati Vinjamuri,13,USB food flash drive - shrimp cocktail,6,32,15,192,28.8,9/25/2014
50715,6/8/2015,1,Tailspin Toys (Head Office),156,10 mm Double sided bubble wrap 10m,40,15,15,600,90,7/5/2015
6622,5/8/2013,401,Wingtip Toys (Head Office),215,Air cushion machine (Blue),4,1899,15,7596,1139.4,9/6/2014
18511,12/13/2013,1,Tailspin Toys (Head Office),169,20 mm Anti static bubble wrap (Blue) 20m,60,45,15,2700,405,11/25/2014
72407,5/13/2016,401,Wingtip Toys (Head Office),91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",36,18,15,648,97.2,1/1/2013
37628,11/10/2014,1,Tailspin Toys (Head Office),59,RC toy sedan car with remote control (Red) 1/50 scale,3,25,15,75,11.25,2/17/2015
52178,7/1/2015,401,Wingtip Toys (Head Office),16,DBA joke mug - mind if I join you? (White),8,13,15,104,15.6,5/9/2013
38015,11/17/2014,1,Tailspin Toys (Head Office),172,32 mm Anti static bubble wrap (Blue) 20m,20,48,15,960,144,9/17/2014
19184,12/27/2013,983,Sabine Alksne,58,RC toy sedan car with remote control (Black) 1/50 scale,10,25,15,250,37.5,4/10/2014
39713,12/17/2014,841,Camille Authier,130,Furry gorilla with big eyes slippers (Black) S,9,32,15,288,43.2,3/4/2015
40959,1/6/2015,1,Tailspin Toys (Head Office),159,20 mm Double sided bubble wrap 10m,40,18,15,720,108,3/11/2013
38993,12/5/2014,401,Wingtip Toys (Head Office),131,Furry gorilla with big eyes slippers (Black) M,4,32,15,128,19.2,3/13/2014
23396,3/13/2014,1005,Bhadram Kamasamudram,207,Permanent marker blue 5mm nib (Blue) 5mm,24,2.7,15,64.8,9.72,12/23/2014
33154,8/23/2014,401,Wingtip Toys (Head Office),197,Black and orange this way up despatch tape 48mmx75m,216,3.7,15,799.2,119.88,5/6/2013
24034,3/25/2014,991,Valter Viiding,213,Air cushion film 200mmx100mm 325m,8,87,15,696,104.4,2/11/2013
62152,12/2/2015,895,Geza Roman,93,"""The Gu"" red shirt XML tag t-shirt (Black) M",84,18,15,1512,226.8,4/17/2015
46904,4/13/2015,959,Dhaatri Chavva,54,IT joke mug - that behavior is by design (White),1,13,15,13,1.95,4/9/2016
59445,10/20/2015,1,Tailspin Toys (Head Office),12,USB food flash drive - donut,10,32,15,320,48,2/19/2016
35993,10/15/2014,893,Leyla Asef zade,4,USB food flash drive - sushi roll,1,32,15,32,4.8,11/7/2013
33996,9/9/2014,825,Jayanta Thakur,165,10 mm Anti static bubble wrap (Blue) 10m,10,26,15,260,39,3/28/2013
14830,10/2/2013,918,Isidora Morales,36,Developer joke mug - when your hammer is C++ (White),2,13,15,26,3.9,3/15/2014
55734,8/25/2015,807,Gunnar Lohmus,208,Permanent marker red 5mm nib (Red) 5mm,108,2.7,15,291.6,43.74,9/18/2013
16500,11/5/2013,401,Wingtip Toys (Head Office),216,Void fill 100 L bag (White) 100L,70,12.5,15,875,131.25,12/12/2013
15486,10/16/2013,401,Wingtip Toys (Head Office),214,Air cushion film 200mmx200mm 325m,2,90,15,180,27,7/20/2015
22346,2/21/2014,401,Wingtip Toys (Head Office),126,Plush shark slippers (Gray) S,2,32,15,64,9.6,9/30/2015
56524,9/7/2015,983,Sabine Alksne,90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",60,18,15,1080,162,1/3/2013
51700,6/24/2015,856,Satish Mittal,5,USB food flash drive - hamburger,3,32,15,96,14.4,7/15/2014
52798,7/9/2015,401,Wingtip Toys (Head Office),191,Black and orange fragile despatch tape 48mmx75m,36,3.7,15,133.2,19.98,1/3/2016
22207,2/19/2014,815,Libuse Valentova,177,Shipping carton (Brown) 413x285x187mm,250,1.05,15,262.5,39.375,5/6/2015
38656,11/28/2014,401,Wingtip Toys (Head Office),45,Developer joke mug - there are 10 types of people in the world (Black),9,13,15,117,17.55,4/5/2013
40151,12/24/2014,1,Tailspin Toys (Head Office),215,Air cushion machine (Blue),9,1899,15,17091,2563.65,9/12/2013
17036,11/15/2013,401,Wingtip Toys (Head Office),66,RC big wheel monster truck with remote control (Black) 1/50 scale,9,45,15,405,60.75,4/26/2014
27606,5/26/2014,873,Hana Hlouskova,132,Furry gorilla with big eyes slippers (Black) L,5,32,15,160,24,9/9/2015
37831,11/12/2014,1020,Hai Banh,193,Black and orange glass with care despatch tape 48mmx75m,144,3.7,15,532.8,79.92,9/9/2015
59125,10/16/2015,862,Lana Goransson,145,Halloween zombie mask (Light Brown) XL,36,18,15,648,97.2,3/19/2015
269,1/4/2013,877,Leyla Siavashi,188,3 kg Courier post bag (White) 300x190x95mm,125,0.66,15,82.5,12.375,6/1/2015
18057,12/3/2013,1,Tailspin Toys (Head Office),30,Developer joke mug - Oct 31 = Dec 25 (White),9,13,15,117,17.55,12/3/2014
62054,12/1/2015,1,Tailspin Toys (Head Office),195,Black and orange handle with care despatch tape  48mmx75m,48,3.7,15,177.6,26.64,12/3/2014
64287,1/6/2016,401,Wingtip Toys (Head Office),159,20 mm Double sided bubble wrap 10m,50,18,15,900,135,4/25/2016
63334,12/22/2015,401,Wingtip Toys (Head Office),46,Developer joke mug - a foo walks into a bar (White),1,13,15,13,1.95,6/19/2015
23963,3/25/2014,1,Tailspin Toys (Head Office),10,USB food flash drive - chocolate bar,5,32,15,160,24,5/7/2015
23112,3/7/2014,1,Tailspin Toys (Head Office),54,IT joke mug - that behavior is by design (White),9,13,15,117,17.55,2/19/2016
44901,3/12/2015,1,Tailspin Toys (Head Office),118,Dinosaur battery-powered slippers (Green) S,8,32,15,256,38.4,8/20/2013
34914,9/26/2014,1,Tailspin Toys (Head Office),162,32 mm Double sided bubble wrap 10m,90,22,15,1980,297,4/24/2013
13639,9/11/2013,1,Tailspin Toys (Head Office),74,Ride on vintage American toy coupe (Black) 1/12 scale,10,285,15,2850,427.5,2/12/2013
8514,6/10/2013,812,Celica Barajas,49,Developer joke mug - this code was generated by a tool (Black),10,13,15,130,19.5,9/26/2014
52637,7/7/2015,1,Tailspin Toys (Head Office),134,Animal with big feet slippers (Brown) S,6,32,15,192,28.8,4/22/2014
58626,10/8/2015,1,Tailspin Toys (Head Office),34,Developer joke mug - fun was unexpected at this time (White),5,13,15,65,9.75,4/12/2013
22508,2/25/2014,927,Matyas Sedlar,205,Tape dispenser (Blue),50,32,15,1600,240,5/22/2014
65109,1/18/2016,1,Tailspin Toys (Head Office),125,Ogre battery-powered slippers (Green) XL,9,32,15,288,43.2,3/20/2013
65547,1/25/2016,957,Hee-Young Suh,226,White chocolate snow balls 250g,96,8.55,10,820.8,82.08,6/3/2014
54701,8/6/2015,1,Tailspin Toys (Head Office),39,Developer joke mug - inheritance is the OO way to become wealthy (Black),8,13,15,104,15.6,6/19/2013
35760,10/10/2014,835,Dominic Davignon,28,DBA joke mug - two types of DBAs (White),8,13,15,104,15.6,11/21/2014
494,1/9/2013,401,Wingtip Toys (Head Office),33,Developer joke mug - that's a hardware problem (Black),3,13,15,39,5.85,7/30/2015
16006,10/26/2013,401,Wingtip Toys (Head Office),195,Black and orange handle with care despatch tape  48mmx75m,192,3.7,15,710.4,106.56,6/2/2014
21710,2/10/2014,401,Wingtip Toys (Head Office),133,Furry gorilla with big eyes slippers (Black) XL,1,32,15,32,4.8,7/11/2014
13639,9/11/2013,1,Tailspin Toys (Head Office),162,32 mm Double sided bubble wrap 10m,80,22,15,1760,264,3/4/2013
44251,3/3/2015,856,Satish Mittal,51,Developer joke mug - old C developers never die (Black),6,13,15,78,11.7,3/11/2015
49820,5/26/2015,874,Daniel Martensson,141,Furry animal socks (Pink) XL,12,5,15,60,9,12/22/2015
4030,3/21/2013,1001,Dinh Mai,134,Animal with big feet slippers (Brown) S,5,32,15,160,24,3/11/2015
26979,5/15/2014,884,Anindya Ghatak,179,Shipping carton (Brown) 229x229x229mm,100,1.05,15,105,15.75,2/10/2016
5062,4/10/2013,1,Tailspin Toys (Head Office),16,DBA joke mug - mind if I join you? (White),1,13,15,13,1.95,1/19/2015
45163,3/16/2015,401,Wingtip Toys (Head Office),1,USB missile launcher (Green),4,25,15,100,15,4/4/2014
35848,10/13/2014,1,Tailspin Toys (Head Office),201,Red and white urgent despatch tape 48mmx75m,72,3.7,15,266.4,39.96,7/10/2014
31215,7/21/2014,401,Wingtip Toys (Head Office),198,Black and orange this way up despatch tape  48mmx100m,216,4.1,15,885.6,132.84,10/26/2015
30936,7/16/2014,1,Tailspin Toys (Head Office),169,20 mm Anti static bubble wrap (Blue) 20m,40,45,15,1800,270,1/10/2013
17036,11/15/2013,401,Wingtip Toys (Head Office),32,Developer joke mug - that's a hardware problem (White),10,13,15,130,19.5,10/30/2014
56788,9/9/2015,1,Tailspin Toys (Head Office),49,Developer joke mug - this code was generated by a tool (Black),7,13,15,91,13.65,4/22/2013
27169,5/17/2014,401,Wingtip Toys (Head Office),99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",60,18,15,1080,162,2/17/2014
60434,11/4/2015,1,Tailspin Toys (Head Office),6,USB food flash drive - hot dog,5,32,15,160,24,7/24/2014
63334,12/22/2015,401,Wingtip Toys (Head Office),32,Developer joke mug - that's a hardware problem (White),9,13,15,117,17.55,12/23/2015
46984,4/14/2015,401,Wingtip Toys (Head Office),146,Halloween skull mask (Gray) S,36,18,15,648,97.2,2/21/2015
61394,11/20/2015,401,Wingtip Toys (Head Office),208,Permanent marker red 5mm nib (Red) 5mm,60,2.7,15,162,24.3,9/30/2014
4978,4/9/2013,810,Alena Kellnerova,79,"""The Gu"" red shirt XML tag t-shirt (White) S",72,18,15,1296,194.4,7/16/2014
45159,3/16/2015,874,Daniel Martensson,150,Pack of 12 action figures (variety),9,16,15,144,21.6,6/11/2013
61358,11/19/2015,973,Kumar Kamei,194,Black and orange glass with care despatch tape  48mmx100m,48,4.1,15,196.8,29.52,7/3/2014
37653,11/10/2014,1,Tailspin Toys (Head Office),107,Superhero action jacket (Blue) 3XS,6,25,15,150,22.5,11/18/2013
16117,10/28/2013,1,Tailspin Toys (Head Office),95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",48,18,15,864,129.6,9/13/2014
27655,5/27/2014,809,Madhu Dwivedi,24,DBA joke mug - I will get you in order (White),9,13,15,117,17.55,3/12/2014
59931,10/28/2015,984,Kamala Nishad,84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",72,18,15,1296,194.4,6/29/2013
32117,8/5/2014,401,Wingtip Toys (Head Office),53,IT joke mug - keyboard not found … press F1 to continue (Black),2,13,15,26,3.9,2/6/2015
57215,9/16/2015,99,"Tailspin Toys (Guin, AL)",174,Bubblewrap dispenser (Black) 1.5m,2,240,15,480,72,NULL
15927,10/25/2013,989,Milinka Zujovic,150,Pack of 12 action figures (variety),1,16,15,16,2.4,5/26/2015
56856,9/10/2015,820,Knut Svensson,154,Medium sized bubblewrap roll 20m,70,20,15,1400,210,4/2/2016
2458,2/20/2013,887,Baran Jonsson,152,Pack of 12 action figures (female),5,16,15,80,12,1/10/2014
25307,4/17/2014,401,Wingtip Toys (Head Office),115,Superhero action jacket (Blue) 3XL,10,34,15,340,51,5/10/2013
71275,4/27/2016,947,Svetlana Todorovic,137,Animal with big feet slippers (Brown) XL,4,32,15,128,19.2,2/22/2014
47768,4/24/2015,1001,Dinh Mai,153,Small sized bubblewrap roll 10m,100,4.5,15,450,67.5,8/13/2015
33341,8/27/2014,401,Wingtip Toys (Head Office),38,Developer joke mug - inheritance is the OO way to become wealthy (White),7,13,15,91,13.65,11/11/2013
65808,1/29/2016,401,Wingtip Toys (Head Office),132,Furry gorilla with big eyes slippers (Black) L,7,32,15,224,33.6,2/13/2014
72088,5/9/2016,964,Ingrida Zeltina,46,Developer joke mug - a foo walks into a bar (White),5,13,15,65,9.75,1/7/2016
10272,7/10/2013,961,Rani Ganguly,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,3,30,15,90,13.5,6/21/2014
72407,5/13/2016,401,Wingtip Toys (Head Office),83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",12,18,15,216,32.4,1/15/2015
36584,10/24/2014,401,Wingtip Toys (Head Office),110,Superhero action jacket (Blue) S,9,25,15,225,33.75,11/20/2013
48117,4/30/2015,1025,Tuulikki Linna,213,Air cushion film 200mmx100mm 325m,9,87,15,783,117.45,12/28/2015
6176,4/30/2013,976,Alinne Matos,127,Plush shark slippers (Gray) M,9,32,15,288,43.2,5/9/2014
50715,6/8/2015,1,Tailspin Toys (Head Office),183,Shipping carton (Brown) 480x270x320mm,200,2.74,15,548,82.2,8/14/2015
19195,12/27/2013,803,Bala Dixit,167,10 mm Anti static bubble wrap (Blue) 50m,60,99,15,5940,891,3/2/2013
30468,7/9/2014,888,Jai Lamble,46,Developer joke mug - a foo walks into a bar (White),4,13,15,52,7.8,4/29/2015
36584,10/24/2014,401,Wingtip Toys (Head Office),5,USB food flash drive - hamburger,5,32,15,160,24,3/15/2013
73290,5/27/2016,1,Tailspin Toys (Head Office),203,Tape dispenser (Black),50,32,15,1600,240,4/15/2013
65109,1/18/2016,1,Tailspin Toys (Head Office),125,Ogre battery-powered slippers (Green) XL,9,32,15,288,43.2,5/9/2014
7652,5/27/2013,976,Alinne Matos,118,Dinosaur battery-powered slippers (Green) S,2,32,15,64,9.6,4/14/2015
58020,9/29/2015,837,Anil Sarkar,70,Ride on toy sedan car (Green) 1/12 scale,3,230,15,690,103.5,12/29/2015
62116,12/2/2015,936,Ludmila Smidova,29,DBA joke mug - two types of DBAs (Black),1,13,15,13,1.95,5/1/2013
32913,8/19/2014,979,Melani Ravlen,31,Developer joke mug - Oct 31 = Dec 25 (Black),6,13,15,78,11.7,9/29/2014
20025,1/11/2014,899,Chin-Sun Chang,32,Developer joke mug - that's a hardware problem (White),4,13,15,52,7.8,9/11/2015
28751,6/12/2014,1,Tailspin Toys (Head Office),15,USB food flash drive - dessert 10 drive variety pack,2,240,15,480,72,1/7/2016
48584,5/6/2015,1004,Drishti Bose,129,Plush shark slippers (Gray) XL,8,32,15,256,38.4,10/13/2015
3651,3/14/2013,1,Tailspin Toys (Head Office),64,RC vintage American toy coupe with remote control (Red) 1/50 scale,8,30,15,240,36,7/9/2013
60434,11/4/2015,1,Tailspin Toys (Head Office),129,Plush shark slippers (Gray) XL,5,32,15,160,24,10/24/2013
43006,2/10/2015,805,Ratan Poddar,167,10 mm Anti static bubble wrap (Blue) 50m,30,99,15,2970,445.5,4/3/2015
73120,5/25/2016,896,Leonardo Folliero,202,Red and white urgent  heavy despatch tape  48mmx100m,120,4.1,15,492,73.8,8/21/2013
37271,11/4/2014,817,Agrita Kanepa,18,DBA joke mug - daaaaaa-ta (White),5,13,15,65,9.75,1/21/2015
59903,10/28/2015,893,Leyla Asef zade,74,Ride on vintage American toy coupe (Black) 1/12 scale,3,285,15,855,128.25,9/4/2015
54002,7/27/2015,997,Nada Ana Slosar,175,Bubblewrap dispenser (Blue) 1.5m,5,240,15,1200,180,9/26/2013
3652,3/14/2013,961,Rani Ganguly,163,32 mm Double sided bubble wrap 20m,40,37,15,1480,222,8/26/2014
57022,9/12/2015,401,Wingtip Toys (Head Office),119,Dinosaur battery-powered slippers (Green) M,8,32,15,256,38.4,3/23/2015
45943,3/28/2015,824,Risto Valbe,155,Large sized bubblewrap roll 50m,90,24,15,2160,324,7/24/2014
30028,7/3/2014,982,Yves Belisle,162,32 mm Double sided bubble wrap 10m,20,22,15,440,66,1/1/2015
42628,2/3/2015,993,Gasper Havzija,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",84,18,15,1512,226.8,5/28/2015
23963,3/25/2014,1,Tailspin Toys (Head Office),10,USB food flash drive - chocolate bar,5,32,15,160,24,5/29/2014
51410,6/18/2015,812,Celica Barajas,190,Clear packaging tape 48mmx100m,180,3.5,15,630,94.5,12/17/2013
6581,5/7/2013,845,Emilie Hrdlickova,26,DBA joke mug - SELECT caffeine FROM mug (White),2,13,15,26,3.9,6/14/2013
35590,10/8/2014,855,Anna Mazzanti,17,DBA joke mug - mind if I join you? (Black),8,13,15,104,15.6,6/20/2014
10856,7/19/2013,401,Wingtip Toys (Head Office),90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",120,18,15,2160,324,11/17/2015
38600,11/26/2014,805,Ratan Poddar,180,Shipping carton (Brown) 279x254x217mm,175,1.11,15,194.25,29.1375,11/26/2014
71295,4/28/2016,1011,Rajeev Sandhu,83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",120,18,15,2160,324,1/8/2014
70596,4/16/2016,401,Wingtip Toys (Head Office),106,Alien officer hoodie (Black) 5XL,10,35,15,350,52.5,3/20/2015
18665,12/17/2013,1,Tailspin Toys (Head Office),214,Air cushion film 200mmx200mm 325m,3,90,15,270,40.5,5/20/2014
20050,1/11/2014,873,Hana Hlouskova,7,USB food flash drive - pizza slice,9,32,15,288,43.2,6/25/2014
72653,5/18/2016,989,Milinka Zujovic,185,Shipping carton (Brown) 356x356x279mm,50,2.04,15,102,15.3,10/3/2014
49984,5/28/2015,916,Pinja Jantunen,104,Alien officer hoodie (Black) 3XL,3,35,15,105,15.75,6/29/2015
494,1/9/2013,401,Wingtip Toys (Head Office),110,Superhero action jacket (Blue) S,5,25,15,125,18.75,5/17/2013
56899,9/11/2015,811,Surendra Sahu,185,Shipping carton (Brown) 356x356x279mm,100,2.04,15,204,30.6,11/24/2015
4331,3/27/2013,973,Kumar Kamei,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),7,13,15,91,13.65,9/21/2015
18411,12/10/2013,873,Hana Hlouskova,82,"""The Gu"" red shirt XML tag t-shirt (White) XL",12,18,15,216,32.4,12/23/2014
22346,2/21/2014,401,Wingtip Toys (Head Office),126,Plush shark slippers (Gray) S,2,32,15,64,9.6,3/7/2013
45616,3/24/2015,1,Tailspin Toys (Head Office),38,Developer joke mug - inheritance is the OO way to become wealthy (White),5,13,15,65,9.75,9/24/2015
46695,4/9/2015,1,Tailspin Toys (Head Office),3,Office cube periscope (Black),100,18.5,15,1850,277.5,5/16/2014
73243,5/26/2016,836,Abel Spirlea,123,Ogre battery-powered slippers (Green) M,9,32,15,288,43.2,4/10/2016
7764,5/28/2013,401,Wingtip Toys (Head Office),48,Developer joke mug - this code was generated by a tool (White),10,13,15,130,19.5,3/20/2015
28741,6/11/2014,1023,Farzana Habibi,204,Tape dispenser (Red),100,32,15,3200,480,7/8/2014
30936,7/16/2014,1,Tailspin Toys (Head Office),169,20 mm Anti static bubble wrap (Blue) 20m,40,45,15,1800,270,5/13/2016
37477,11/6/2014,1,Tailspin Toys (Head Office),47,Developer joke mug - a foo walks into a bar (Black),9,13,15,117,17.55,4/26/2013
58300,10/2/2015,401,Wingtip Toys (Head Office),150,Pack of 12 action figures (variety),5,16,15,80,12,11/4/2014
27169,5/17/2014,401,Wingtip Toys (Head Office),99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",60,18,15,1080,162,12/30/2014
58300,10/2/2015,401,Wingtip Toys (Head Office),99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",108,18,15,1944,291.6,12/30/2015
33341,8/27/2014,401,Wingtip Toys (Head Office),38,Developer joke mug - inheritance is the OO way to become wealthy (White),7,13,15,91,13.65,7/28/2015
30936,7/16/2014,1,Tailspin Toys (Head Office),169,20 mm Anti static bubble wrap (Blue) 20m,40,45,15,1800,270,11/8/2014
65808,1/29/2016,401,Wingtip Toys (Head Office),32,Developer joke mug - that's a hardware problem (White),2,13,15,26,3.9,8/14/2014
36646,10/25/2014,947,Svetlana Todorovic,158,10 mm Double sided bubble wrap 50m,20,105,15,2100,315,1/3/2013
27169,5/17/2014,401,Wingtip Toys (Head Office),99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",60,18,15,1080,162,1/11/2013
30012,7/3/2014,401,Wingtip Toys (Head Office),131,Furry gorilla with big eyes slippers (Black) M,2,32,15,64,9.6,9/16/2013
26119,5/1/2014,401,Wingtip Toys (Head Office),33,Developer joke mug - that's a hardware problem (Black),7,13,15,91,13.65,5/30/2013
8862,6/17/2013,1,Tailspin Toys (Head Office),184,Shipping carton (Brown) 305x305x305mm,150,3.5,15,525,78.75,8/31/2015
34849,9/25/2014,858,Bimla PrabhupÄda,79,"""The Gu"" red shirt XML tag t-shirt (White) S",120,18,15,2160,324,1/22/2016
15850,10/24/2013,821,Kwanjai Saowaluk,117,Superhero action jacket (Blue) 5XL,2,34,15,68,10.2,2/7/2013
2934,3/4/2013,1,Tailspin Toys (Head Office),174,Bubblewrap dispenser (Black) 1.5m,2,240,15,480,72,3/11/2013
11090,7/23/2013,491,"Wingtip Toys (Morton Grove, IL)",49,Developer joke mug - this code was generated by a tool (Black),10,13,15,130,19.5,NULL
67218,2/24/2016,871,Darshana Madhunapantula,166,10 mm Anti static bubble wrap (Blue) 20m,10,42,15,420,63,3/23/2013
28591,6/10/2014,829,Jack Walker,5,USB food flash drive - hamburger,1,32,15,32,4.8,2/12/2014
18665,12/17/2013,1,Tailspin Toys (Head Office),31,Developer joke mug - Oct 31 = Dec 25 (Black),8,13,15,104,15.6,5/14/2013
4581,4/1/2013,1,Tailspin Toys (Head Office),60,RC toy sedan car with remote control (Blue) 1/50 scale,8,25,15,200,30,5/26/2014
12646,8/22/2013,845,Emilie Hrdlickova,172,32 mm Anti static bubble wrap (Blue) 20m,50,48,15,2400,360,1/20/2015
38739,12/1/2014,823,Francisca Laureano,175,Bubblewrap dispenser (Blue) 1.5m,1,240,15,240,36,5/1/2013
3651,3/14/2013,1,Tailspin Toys (Head Office),64,RC vintage American toy coupe with remote control (Red) 1/50 scale,8,30,15,240,36,9/10/2014
50806,6/9/2015,1,Tailspin Toys (Head Office),118,Dinosaur battery-powered slippers (Green) S,3,32,15,96,14.4,4/24/2014
34745,9/23/2014,1,Tailspin Toys (Head Office),185,Shipping carton (Brown) 356x356x279mm,200,2.04,15,408,61.2,7/26/2014
52437,7/6/2015,894,Gabriela Hernandes,31,Developer joke mug - Oct 31 = Dec 25 (Black),8,13,15,104,15.6,3/25/2015
61394,11/20/2015,401,Wingtip Toys (Head Office),181,Shipping carton (Brown) 356x229x229mm,50,1.14,15,57,8.55,4/17/2013
11416,7/30/2013,923,Tai Bach,198,Black and orange this way up despatch tape  48mmx100m,192,4.1,15,787.2,118.08,9/15/2015
63334,12/22/2015,401,Wingtip Toys (Head Office),202,Red and white urgent  heavy despatch tape  48mmx100m,72,4.1,15,295.2,44.28,4/9/2014
